question,answer
"<p>So I needed to make a sheet for uploading some products, some of those products are grouped products. To make my importer work I need to take these grouped products and create a new row for them. All the grouped ids are in a column mixed with non grouped ids. I also have a column with the individual ids. </p>

<p>Sample data ids and grouped ids columns:</p>

<pre><code>AR1249-16   AR1249
AR1253-16   AR1253
AR1359-04   AR1359
AR1373-18   AR1373
AR1424-03   AR1424
AR1424-07   AR1424
AR1454-16   AR1454
AR1470-01   AR1470
AR1507-03   AR1507
AR1511-16   AR1511
AR1531-03   AR1531
AR1576-03   AR1576
AR1578-03   AR1578
AR1589-03   AR1589
AR1618-03   AR1618
AR1618-14   AR1618
AR1630-06   AR1630
AR1682-06   AR1682
AR1696-03   AR1696
AR1732-03   AR1732
AR1800-03   AR1800
AR1800-04   AR1800
AR1800-05   AR1800
AR1800-10   AR1800
AR1800-48   AR1800
AR1803-16   AR1803
AR1804-03   AR1804
AR1804-04   AR1804
AR1804-05   AR1804
AR1804-10   AR1804
AR1804-48   AR1804
AR1804-06   AR1804
</code></pre>

<p>The Question: 
What I'd like to do is use some sort or filter function with Excel that reads this column, finds the duplicates in the grouped ids, and make a new row with the individual ids of those grouped products. </p>

<p>I've searched far and wide for possible solutions but since Excel is so widely used I couldn't find the gem between all the rubbish.  </p>

<p>The output at the end of the sheet could look like this per example: </p>

<pre><code>""AR1424"", ""AR1424-03, AR1424-07""
""AR1618"", ""AR1618-03, AR1618-14""
""AR1800"", ""AR1800-03, AR1800-04, AR1800-05, AR1800-10, AR1800-48"" 
</code></pre>
","<p>If you want to do this with VBA instead of formulas, here is one route that makes use of <code>AutoFilter</code> on each unique entry and then processing the visible cells onto another sheet.  The ranges and names are specific to the application above but could be changed to suit.</p>

<p><strong>Code</strong></p>

<pre><code>Sub GroupByCommonValue()

    Dim rng_all As Range
    Set rng_all = Intersect(Range(""B:B""), ActiveSheet.UsedRange)

    Dim rng_data As Range
    Set rng_data = Intersect(rng_all, rng_all.Offset(1))

    'create output sheet
    Dim sht_out As Worksheet
    Set sht_out = Worksheets.Add()
    sht_out.Range(""A1"") = ""GROUP""
    sht_out.Range(""B1"") = ""IDs""

    Dim rng_out As Range
    Set rng_out = sht_out.Range(""A2"")

    Dim rng As Range
    For Each rng In rng_data
        'skip duplicates
        If Application.WorksheetFunction.CountIf(rng_out.EntireColumn, rng.Value) = 0 Then

            rng_all.AutoFilter Field:=1, Criteria1:=rng.Value

            Dim arr As Variant
            arr = rng_data.Offset(, -1).SpecialCells(xlCellTypeVisible).Value

            rng_out = rng.Value

            If TypeName(arr) &lt;&gt; ""Variant()"" Then
                rng_out.Offset(, 1) = arr
            Else
                arr = Application.Transpose(arr)

                'top line will concatenate / lower will create column for each
                rng_out.Offset(, 1) = Join(arr, "", "")
                'rng_out.Offset(, 1).Resize(1, UBound(arr)).Value = arr
            End If

            Set rng_out = rng_out.Offset(1)
        End If
    Next

    rng_all.Parent.AutoFilterMode = False
End Sub
</code></pre>

<p><strong>Couple notes on the code</strong></p>

<ul>
<li>Using <code>WorksheetFunction.CountIf</code> to check if the value appears on the output sheet before doing the filter.  Avoids extra work.</li>
<li><code>SpecialCells</code> returns the visible cells only.  If there are multiple values, then <code>Value</code> will return a <code>Variant()</code> array.  If it is not that type, then there is only a single cell to move over.</li>
<li>For the array, you can either use <code>Join</code> to concatenate it all together or output it to different columns (currently commented out).</li>
</ul>

<p><strong>Pictures of before and after (on a new sheet)</strong></p>

<p><img src=""https://i.stack.imgur.com/oB8bx.png"" alt=""enter image description here"">
<img src=""https://i.stack.imgur.com/mdW1N.png"" alt=""enter image description here""></p>
"
"<p>I created a Userform in Word  which imports 3 columns of data from an excel sheet, inserts it into bookmarks and in the name of the word document and saves it as a pdf.</p>

<p>Now I wanted to add a Listbox into the form to be able to add, modify and delete the inputs manually which are usually imported from the excel sheet .</p>

<p>I already figured out how to add data from 3 textboxes into a 3 Column Listbox but even after googling for hours I can't find a good way to modify selected data.</p>

<p>VB.net has the .selectedItem property, VBA does not. Can anybody give me an example how to modify a multi column listbox with the values of 3 textboxes?  </p>

<p>Thanks in advance</p>
","<p>You need to iterate through <code>ListBox.Selected</code> and check if it is <code>True</code>.  Once you get a <code>True</code> one, you can process that item.</p>

<p><strong>Sample code</strong> adds some items with columns and sets up a click event to run through the <code>Selected</code> items.</p>

<pre><code>Private Sub ListBox1_Click()
    Dim i As Integer
    For i = 0 To ListBox1.ListCount - 1
        If ListBox1.Selected(i) Then
            Debug.Print ListBox1.List(i, 0)
        End If
    Next i
End Sub

Private Sub UserForm_Initialize()
    ListBox1.AddItem ""test""
    ListBox1.AddItem ""test1""
    ListBox1.AddItem ""test2""

    ListBox1.ColumnCount = 3
    ListBox1.ColumnHeads = True

    ListBox1.List(1, 0) = ""change to 1,0""
    ListBox1.List(1, 1) = ""change to 1,1""
    ListBox1.List(1, 2) = ""change to 1,2""
End Sub
</code></pre>

<p><strong>Picture of form with Immediate window</strong> after clicking each item in turn.</p>

<p><img src=""https://i.stack.imgur.com/1hLwe.png"" alt=""UserForm""></p>
"
"<p>I have automated a proper record input into the table that I use as a database, and when the table is filtered the input don't work.</p>

<p>So I have code this to unfilter DataBase before every record input.</p>

<pre><code>Public Sub UnFilter_DB()
Dim ActiveS As String, CurrScreenUpdate As Boolean

CurrScreenUpdate = Application.ScreenUpdating
Application.ScreenUpdating = False
ActiveS = ActiveSheet.Name

    Sheets(""DB"").Activate
    Sheets(""DB"").Range(""A1"").Activate
    Sheets(""DB"").ShowAllData
    DoEvents
    Sheets(ActiveS).Activate

Application.ScreenUpdating = CurrScreenUpdate
End Sub
</code></pre>

<p>But now, it stays stuck on <code>Sheets(""DB"").ShowAllData</code> saying :</p>

<blockquote>
  <p>ShowAllData method of Worksheet Class failed</p>
</blockquote>

<p>because the table is already unfiltered... </p>

<p>And I don't know if it is better to <strong>use an error handler</strong> like <code>On Error Resume Next</code> or how to <strong>detect if there is a filter or none</strong>.</p>

<p>Any pointers would be welcome!</p>
","<p>If you use <code>Worksheet.AutoFilter.ShowAllData</code> instead of <code>Worksheet.ShowAllData</code> it will not throw the error when nothing is filtered.</p>

<p>This assumes that <code>Worksheet.AutoFilterMode = True</code> because otherwise you will get an error about <code>AutoFilter</code> not being an object.</p>

<pre><code>Public Sub UnFilter_DB()
Dim ActiveS As String, CurrScreenUpdate As Boolean

CurrScreenUpdate = Application.ScreenUpdating
Application.ScreenUpdating = False
ActiveS = ActiveSheet.Name

    Sheets(""DB"").Activate
    Sheets(""DB"").Range(""A1"").Activate
    Sheets(""DB"").AutoFilter.ShowAllData
    DoEvents
    Sheets(ActiveS).Activate

Application.ScreenUpdating = CurrScreenUpdate
End Sub
</code></pre>
"
"<p>My apologies if this question is posted elsewhere, but I believe part of my problem is that I'm not familiar with the terminology. Searching becomes rather difficult when you don't know the keywords to use...</p>

<p>I've inherited a PivotTable that pulls data from an SQL database. Three of the columns in this table are ""grouped."" By this I mean that all duplicate items in these columns are always next to each other. I want to removing these groupings so that sorting the table is easier. Does anybody know how to do this?</p>

<p>EDIT:My work computer has both snipping tool and paint disabled...So here is a picture of something similar. In my table, all of the data is pulled from the database. The left two columns (in this example) have repeated data, so it groups them like so. These sections are collapsible and expandable. </p>

<p><a href=""http://datapigtechnologies.com/blog/wp-content/uploads/2012/04/040212_1021_FilltheEmpt1.png"" rel=""nofollow noreferrer"">http://datapigtechnologies.com/blog/wp-content/uploads/2012/04/040212_1021_FilltheEmpt1.png</a></p>
","<p>There is an option on the Pivot Table menu <code>Design-&gt;Report Layout-&gt;Repeat All Item Labels</code>.  This will repeat all the labels when combined with a <code>Tabular</code> or <code>Outline</code> style layout.  You will also do better (more than likely) to remove the subtotals as well.</p>

<p><strong>Menu and before</strong></p>

<p><img src=""https://i.stack.imgur.com/MhLMu.png"" alt=""before""></p>

<p><strong>After</strong></p>

<p><img src=""https://i.stack.imgur.com/rormf.png"" alt=""after""></p>
"
"<p>This should capitalize every character but I get <code>type mismatch</code> error.
It works fine for other worksheets that have similar data but for no reason it gives me mismatch error. Please help </p>

<pre><code>Private Sub allUpper(ByRef sh As Worksheet)
        Dim arr As Variant, i As Long, j As Long

        If WorksheetFunction.CountA(sh.UsedRange) &gt; 0 Then
            arr = sh.UsedRange  'one interaction with the sheet
            For i = 2 To UBound(arr, 1)         'each ""row""
                For j = 1 To UBound(arr, 2)     'each ""col""
                    arr(i, j) = UCase(RTrim(Replace(arr(i, j), Chr(10), vbNullString)))
                Next
            Next
            sh.UsedRange = arr  'second interaction with the sheet
        End If
    End Sub
</code></pre>
","<p>You probably have an error (<code>#N/A</code>, etc.) somewhere in your data.</p>

<p>You can add a check for that to prevent the run time error:</p>

<pre><code>If Not IsError(arr(i, j)) Then
    arr(i, j) = UCase(RTrim(Replace(arr(i, j), Chr(10), vbNullString)))
End If
</code></pre>
"
"<p>Good afternoon, </p>

<p>I was wondering if there is a way to count the number of blank spaces in a cell and return that value using a combination of vlookups, if else statements, and possible the len function? For example, the reports that are generated Generate values like this: </p>

<p>""TopLocation""
""     SubLocation"" 
""          SubSubLocation""</p>

<p>My goal is to be able to automate some of these reports, but I feel like I'm missing one or more pieces to the puzzle. </p>

<p>Thank you. </p>
","<p>Assuming a blank only refers to a simple space, <code></code>, you can get this with a quick formula that takes the difference of the original length and the length after removing spaces.</p>

<p><strong>Formula</strong> in B1 with data in A1, copied down to end of data</p>

<pre><code>=LEN(A1)-LEN(SUBSTITUTE(A1,"" "", """"))
</code></pre>

<p><strong>Picture</strong></p>

<p><img src=""https://i.stack.imgur.com/yhRFY.png"" alt=""picture of results""></p>

<p><strong>Data</strong> in case you don't believe the image, where space is now period</p>

<pre><code>a.b
a...c
..a..c
</code></pre>
"
"<p>I have 2 different files which have different headers, for example: </p>

<pre><code>OldfileHeaders | NewFileheaders
ID             | Test ID
Date           | New date
</code></pre>

<p>and so on. I am trying to compare the data in both sheets and see if they match.  The rows of data may be in different order and the headers may also be in different order.</p>

<p>So what I am trying to do is:
1) define which headers match which headers between the 2 files
2) find the ID from the oldfile and see if it is in the new file, if it is then see if the data under each header matches. If it doesn't then export that row of data to a new sheet add a column and label it ""Missing"".</p>

<p>The Code So far:</p>

<pre><code>Set testIdData = testIdData.Resize(testIdData.CurrentRegion.Rows.Count)

Do Until sourceId.Value = """"
    datacopy = False
    ' Look for ID in test data
    Set cellFound = testIdData.Find(What:=sourceId.Value, LookIn:=xlValues, LookAt:=xlWhole, MatchCase:=False)
    If cellFound Is Nothing Then
    ' This entry not found, so copy to output
        datacopy = True
        outputRange.Resize(ColumnSize:=NUMCOLUMNS).Interior.Color = vbRed
    Else
        ' This assumes that columns are in same order
        For columnNum = 2 To NUM_COLUMNS_DATA
        ' No need to test the ID column
            If sourceId.Cells(ColumnIndex:=columnNum).Value &lt;&gt; cellFound.Cells(ColumnIndex:=columnNum).Value Then
                outputRange.Cells(ColumnIndex:=columnNum).Interior.Color = vbYellow
                datacopy = True
            End If
        Next columnNum
    End If
    If datacopy Then
        sourceId.Resize(ColumnSize:=NUMCOLUMNS).Copy
        outputRange.PasteSpecial xlPasteValuesAndNumberFormats
        Application.CutCopyMode = False
        Set outputRange = outputRange.Offset(RowOffset:=1)
        difference = difference + 1
    End If
    Set sourceId = sourceId.Offset(RowOffset:=1)
Loop
</code></pre>

<p>This code works depending on me formatting the sheets in the correct order and changing the header names.</p>

<p>I need help in defining which field names match which field names within the 2 sheets, and then searching the new sheet for each ID and seeing if the data in the corresponding cells match. If the ID is not in the sheet then output that row too a different sheet. If the id is present and there are differences in the cells then out put these to the shame sheet. I want to produce a tally of differences in each column.</p>
","<p>Matching up data between data sets requires that you give the program some help.  In this case, the help needed is which columns are related to each other.  You have identified a small table of how headers are related.  With this, you can do the various translations from data source 1 to data source 2.  It requires heavy usage of <code>Application.Match</code> and <code>Application.VLookup</code>.</p>

<p>I will provide a base example which does the core of what you are trying to do.  It is much easier to see it all on one sheet which is what I have done.</p>

<p><strong>Picture of data</strong> shows three tables: rng_headers, rng_source, and rng_dest.  One is the lookup for the headers, the second is the ""source"" data, and the third is the data source to compare against which I will call destination = ""dest"".</p>

<p><img src=""https://i.stack.imgur.com/Z9xld.png"" alt=""starting data""></p>

<p><strong>Code</strong> include steps to: iterate through all the IDs in the source data, check if they exist in the dest data, and, if so, check all the individual values for equality.  This code checks the headers on every step (which is slow) but allows for the data to be out of order.</p>

<pre><code>Sub ConfirmHeadersAndMatch()

    Dim rng_headers As Range
    Set rng_headers = Range(""B3"").CurrentRegion

    Dim rng_dest As Range
    Set rng_dest = Range(""I2"").CurrentRegion

    Dim rng_source As Range
    Set rng_source = Range(""E2"").CurrentRegion

    Dim rng_id As Range 'first column, below header row
    For Each rng_id In Intersect(rng_source.Columns(1).Offset(1), rng_source)

        Dim str_header As Variant
        str_header = Application.VLookup( _
            Intersect(rng_id.EntireColumn, rng_source.Rows(1)), _
            rng_headers, 2, False)

        'get col number
        Dim int_col_id As Integer
        int_col_id = Application.Match(str_header, rng_dest.Rows(1), 0)

        'find ID in the new column
        Dim int_row_id As Variant
        int_row_id = Application.Match(rng_id, rng_dest.Columns(int_col_id), 0)

        If IsError(int_row_id) Then
            'ID missing... do something
            rng_id.Interior.Color = 255
        Else
            Dim rng_check As Range 'all values, same row
            For Each rng_check In Intersect(rng_source, rng_id.EntireRow)

                'get col number
                str_header = Application.VLookup( _
                    Intersect(rng_check.EntireColumn, rng_source.Rows(1)), _
                    rng_headers, 2, False)
                int_col_id = Application.Match(str_header, rng_dest.Rows(1), 0)

                'check value
                If rng_check.Value &lt;&gt; rng_dest.Cells(int_row_id, int_col_id).Value Then
                    'values did not match... do something
                    rng_dest.Cells(int_row_id, int_col_id).Interior.Color = 255
                End If

            Next rng_check
        End If
    Next
End Sub
</code></pre>

<p><strong>Notes on the code</strong></p>

<ul>
<li>Ranges are built on <code>CurrentRegion</code> which picks out the blocks of data.  You can swap these out for different ranges on different sheets.</li>
<li>Column header translation is done with <code>Application.VLookup</code> to check the source header and return the destination header.  This <code>String</code> is then found in the destination header row using <code>Application.Match</code>.  You could abstract this code into a <code>Function</code> to avoid repeating it twice.</li>
<li>Once the column is found, the ID is searched for in the destination table using <code>Application.Match</code>.  This will return an error if the ID is not found.</li>
<li>If the ID is found, it then checks all of the other values in the same row, comparing them against the correct columns in the destination table.  Non-matching results are colored red.</li>
<li>If all of the columns do not have pairs, you can add additional checks on the <code>VLookup</code> or the column <code>Match</code> to check this.</li>
<li>The vast majority of this code just handles getting to the correct spots in the data using <code>Intersect</code>, <code>Rows</code>, and <code>Columns</code>.</li>
</ul>

<p><strong>Results</strong> show some red values for the ID not found and the values that don't match.</p>

<p><img src=""https://i.stack.imgur.com/9xSWf.png"" alt=""results""></p>
"
"<p>I am using <em>excel 2010</em> - I have 11 worksheets in a Testing plan template. The 1st Worksheet is an Overview with an Index that has <em>Hyperlinks to the Cell A1 in each worksheet.</em> </p>

<p>In each of the Worksheets in cell A1 is the formula ""=MID(CELL(""filename"",A1),FIND(""]"",CELL(""filename"",A1))+1,255)&amp; "" Test Plan"" this will update anytime the Test Plan worksheet name changes and will also add the text of "" Test Plan"". </p>

<p>On the Overview worksheet in the Index section captures whatever is in that <em>worksheet's cell A1</em> - When click the <em>Index</em> hyperlink it'll open to that Test Plan's worksheet. </p>

<p>However, when the Test Plan's worksheet name changes, of course the hyperlink is no longer functional and error is displayed. </p>

<p>What is the best way to retain the Index Hyperlink to a Test Plan worksheet's cell 1A no matter what the worksheet name is changed to and/or how often it's changed?</p>

<p>Note: Each default worksheet name is Module plus the worksheet# i.e.: Module (1), Module (2), Module (3) etc...</p>
","<p>You can use the <code>HYPERLINK</code> function along with a reference to a cell on the relevant worksheet.  The reference will track the correct spot regardless of the sheet name.  From there, you use <code>CELL</code> to get the address of that cell and feed it to <code>HYPERLINK</code>.</p>

<p><strong>Formula</strong> in cell <code>A1</code> on sheet <code>Index</code>.  If you want better looking text for the cell, you can add a second parameter: <code>=HYPERLINK(..., ""prettier text to display"")</code></p>

<pre><code>=HYPERLINK(CELL(""address"",Data2!A1))
</code></pre>

<p><strong>Picture of sheet names and result</strong></p>

<p><img src=""https://i.stack.imgur.com/9YqN6.png"" alt=""picture of result""></p>

<p>To do this multiple times, you just need to copy the formula and change the cell reference to the next sheet.  For 11 of these, that's not too bad.  If you had more, you could automate the formula creation with VBA.</p>
"
"<p>I am writing a VBA application in Excel. I have a Userform that dynamically builds itself based upon the data contained in one of the worksheets.
All of the code that creates the various comboboxes, textboxes and labels is working.
I created a class module to trap OnChange events for the Comboboxes, and again this works as expected.
Now I have a need to trap OnChange events for some of the textboxes, so I created a new class module modelled on that for the comboboxes to trap the events.</p>

<pre><code>Public WithEvents tbx As MSForms.TextBox

Sub SetTextBox(ctl As MSForms.TextBox)
Set tbx = ctl
End Sub

Public Sub tbx_Change()
Dim LblName As String

MsgBox ""You clicked on "" &amp; tbx.Name, vbOKOnly

End Sub
</code></pre>

<p>The message box is just so that I can confirm it works before I go further.
The problem I'm getting is in the UserForm code module:</p>

<pre><code>Dim TBox As TextBox
Dim tbx As c_TextBoxes

'[...]

Set TBox = lbl
Set tbx = New c_TextBoxes
tbx.SetTextBox lbl
pTextBoxes.Add tbx
</code></pre>

<p>This throws up a type mismatch error at <code>Set TBox=lbl</code>. It's the <strong>exact</strong> same code that works fine for the ComboBox, just with the variables given approriate names. I've stared at this for 2 hours.
Anyone got any ideas? Thanks for any pointers.</p>

<p>Edit - Here's the full userform module that I'm having trouble with:</p>

<pre><code>Private Sub AddLines(FrameName As String, PageName As String)
Dim Counter As Integer, Column As Integer
Dim obj As Object
Dim CBox As ComboBox
Dim cbx As c_ComboBox
Dim TBox As TextBox
Dim tbx As c_TextBoxes
Dim lbl As Control

Set obj = Me.MultiPage1.Pages(PageName).Controls(FrameName)
If pComboBoxes Is Nothing Then Set pComboBoxes = New Collection
If pTextBoxes Is Nothing Then Set pTextBoxes = New Collection

For Counter = LBound(Vehicles) To UBound(Vehicles)
     For Column = 1 To 8
     Select Case Column
     Case 1
         Set lbl = obj.Add(""Forms.Label.1"", ""LblMachine"" &amp; FrameName &amp; Counter, True)
    Case 2
        Set lbl = obj.Add(""Forms.Label.1"", ""LblFleetNo"" &amp; FrameName &amp; Counter, True)
    Case 3
        Set lbl = obj.Add(""Forms.Label.1"", ""LblRate"" &amp; FrameName &amp; Counter, True)
    Case 4
        Set lbl = obj.Add(""Forms.Label.1"", ""LblUnit"" &amp; FrameName &amp; Counter, True)
    Case 5
        Set lbl = obj.Add(""Forms.ComboBox.1"", ""CBDriver"" &amp; FrameName &amp; Counter, True)
    Case 6
        Set lbl = obj.Add(""Forms.Label.1"", ""LblDriverRate"" &amp; FrameName &amp; Counter, True)
    Case 7
        Set lbltbx = obj.Add(""Forms.TextBox.1"", ""TBBookHours"" &amp; FrameName &amp; Counter, True)
    Case 8
        Set lbl = obj.Add(""Forms.Label.1"", ""LblCost"" &amp; FrameName &amp; Counter, True)
    End Select
    With lbl
        Select Case Column
        Case 1
            .Left = 1
            .Width = 60
            .Top = 10 + (Counter) * 20
            .Caption = Vehicles(Counter).VType
        Case 2
            .Left = 65
            .Width = 40
            .Top = 10 + (Counter) * 20
            .Caption = Vehicles(Counter).VFleetNo
        Case 3
            .Left = 119
            .Width = 50
            .Top = 10 + (Counter) * 20
            .Caption = Vehicles(Counter).VRate
        Case 4
            .Left = 163
            .Width = 30
            .Top = 10 + (Counter) * 20
            .Caption = Vehicles(Counter).VUnit
        Case 5
            .Left = 197
            .Width = 130
            .Top = 10 + (Counter) * 20
            Set CBox = lbl 'WORKS OK
            Call CBDriver_Fill(Counter, CBox)
            Set cbx = New c_ComboBox
            cbx.SetCombobox CBox
            pComboBoxes.Add cbx
        Case 6
            .Left = 331
            .Width = 30
            .Top = 10 + (Counter) * 20
        Case 7
            .Left = 365
            .Width = 30
            .Top = 10 + (Counter) * 20
            Set TBox = lbl 'Results in Type Mismatch
            Set tbx = New c_TextBoxes
            tbx.SetTextBox TBox
            pTextBoxes.Add tbx
        Case 8
            .Left = 400
            .Width = 30
            .Top = 10 + (Counter) * 20
        End Select
    End With
    Next
Next
obj.ScrollHeight = (Counter * 20) + 20
obj.ScrollBars = 2

End Sub
</code></pre>

<p>And here's the c_Combobox class module:</p>

<pre><code>Public WithEvents cbx As MSForms.ComboBox

Sub SetCombobox(ctl As MSForms.ComboBox)
    Set cbx = ctl
End Sub

Public Sub cbx_Change()
Dim LblName As String
Dim LblDriverRate As Control
Dim i As Integer


    'MsgBox ""You clicked on "" &amp; cbx.Name, vbOKOnly
    LblName = ""LblDriverRate"" &amp; Right(cbx.Name, Len(cbx.Name) - 8)
    'MsgBox ""This is "" &amp; LblName, vbOKOnly

    'Set obj = Me.MultiPage1.Pages(PageName).Controls(FrameName)
    Set LblDriverRate = UFBookMachines.Controls(LblName)
    For i = LBound(Drivers) To UBound(Drivers)
        If Drivers(i).Name = cbx.Value Then LblDriverRate.Caption = Drivers(i).Rate
    Next
End Sub
</code></pre>

<p>And finally, here's the c_TextBoxes class module:</p>

<pre><code>Public WithEvents tbx As MSForms.TextBox

Sub SetTextBox(ctl As MSForms.TextBox)
    Set tbx = ctl
End Sub

Public Sub tbx_Change()
Dim LblName As String
    'Does nothing useful yet, message box for testing
    MsgBox ""You clicked on "" &amp; tbx.Name, vbOKOnly

End Sub
</code></pre>
","<p>After some quick testing, I am able to reproduce your error if I declare <code>TBox as TextBox</code>.  I do not get an error if I declare <code>TBox as MSForms.TextBox</code>.  I would recommend declaring all your <code>TextBox</code> variables with the <code>MSForms</code> qualifier.</p>

<p><strong>Test code</strong> is situated similar to yours.  I have a <code>MultiPage</code> with a <code>Frame</code> where I am adding a <code>Control</code>.</p>

<pre><code>Private Sub CommandButton1_Click()

    Dim obj As Object
    Set obj = Me.MultiPage1.Pages(0).Controls(""Frame1"")

    Dim lbl As Control
    Set lbl = obj.Add(""Forms.TextBox.1"", ""txt"", True)

    If TypeOf lbl Is TextBox Then
        Debug.Print ""textbox found1"" 'does not execute
    End If

    If TypeOf lbl Is MSForms.TextBox Then
        Debug.Print ""textbox found2""

        Dim txt1 As MSForms.TextBox
        Set txt1 = lbl 'no error
    End If

    If TypeOf lbl Is MSForms.TextBox Then
        Debug.Print ""textbox found3""

        Dim txt As TextBox
        Set txt = lbl 'throws an error
    End If

End Sub
</code></pre>

<p>I am not sure why the qualifier is needed for <code>TextBox</code> and not <code>ComboBox</code>.  As you can see above, a good test for this is the <code>If TypeOf ... Is ... Then</code> to test which objects are which types.  I included the first block to show that <code>lbl</code> is not a ""bare"" <code>TextBox</code>, but, again, I have no idea why that is.  Maybe there is another type of <code>TextBox</code> out there that overrides the default declaration?</p>
"
"<p>Here is what I am trying to do, I have a sheet that has a list of names with no duplicates that varies in length. I would like to have either with a formula or vba sub, to have the next row copy the original list of names and offset it my one, so that the top name on the original is now the last name of the second list. I need to have at the end 10 list where none of the same names are in the same row.  </p>

<p>Here is a sample of what I'd like it to look like.</p>

<pre><code>ColumnB   ColumnC   ColumnD   ColumnE
Name1     Name2     Name3     Name4
Name2     Name3     Name4     Name1
Name3     Name4     Name1     Name2
Name4     Name1     Name2     Name3
</code></pre>

<p>Like a game of Sudoku, none of the names in each row or column can have a duplicate.</p>

<p>I am not sure how to best achieve this since as mentioned above the length of the list is a variable. Ideally I'd like to create the first list, then have the other 9 list to auto populate. Any suggestions?</p>

<p>EDIT___________________
@Paul Drye, I get the following results with your formula</p>

<pre><code>ColumnB   ColumnC   ColumnD   ColumnE
Name1     Name2     Name3     Name4
Name2     Name3     Name4     Name1
Name3     Name4     Name1     Name1
Name4     Name1     Name1     Name1
</code></pre>

<p>As you can see, the last two columns start showing an issue.</p>
","<p>If a formula works, you can get this result simply with </p>

<pre><code>=IF(ISBLANK(B3),B$2,B3)
</code></pre>

<p>in cell <code>C2</code>, assuming your data starts in <code>B2</code>.  This can then be copied down and over or filled using <KBD>CTRL+R, CTRL+D</kbd> after selecting the whole range of cells to occupy.</p>

<p>If the copy is correct, the formula of cell <code>K11</code> is:</p>

<pre><code>=IF(ISBLANK(J12),J$2,J12)
</code></pre>

<p><strong>Picture</strong> shows the inputs in column B, the rest are this formula</p>

<p><img src=""https://i.stack.imgur.com/xCZ3m.png"" alt=""results of formula""></p>

<p>This formula works more or less because of the absolute row reference which ensures that the value from row 2 is used if we are at the end of the list.</p>
"
"<p>Here is what I am trying to do, I have a sheet that has a list of names with no duplicates that varies in length. I would like to have either with a formula or vba sub, to have the next row copy the original list of names and offset it my one, so that the top name on the original is now the last name of the second list. I need to have at the end 10 list where none of the same names are in the same row.  </p>

<p>Here is a sample of what I'd like it to look like.</p>

<pre><code>ColumnB   ColumnC   ColumnD   ColumnE
Name1     Name2     Name3     Name4
Name2     Name3     Name4     Name1
Name3     Name4     Name1     Name2
Name4     Name1     Name2     Name3
</code></pre>

<p>Like a game of Sudoku, none of the names in each row or column can have a duplicate.</p>

<p>I am not sure how to best achieve this since as mentioned above the length of the list is a variable. Ideally I'd like to create the first list, then have the other 9 list to auto populate. Any suggestions?</p>

<p>EDIT___________________
@Paul Drye, I get the following results with your formula</p>

<pre><code>ColumnB   ColumnC   ColumnD   ColumnE
Name1     Name2     Name3     Name4
Name2     Name3     Name4     Name1
Name3     Name4     Name1     Name1
Name4     Name1     Name1     Name1
</code></pre>

<p>As you can see, the last two columns start showing an issue.</p>
","<p>If you want a formula that works regardless of what surrounds your data, you can get the same result using <code>ROWS</code>, <code>COLUMNS</code>, and <code>MOD</code> along with some absolute/relative ranges.</p>

<p>Formula in cell <code>C2</code> copied down and over.  Probably looks a little better with a named range.  If you want to see how it generates the numbers, remove <code>INDEX</code> and get the counter.</p>

<pre><code>=INDEX($B$2:$B$11,MOD(ROWS($C$2:C2)+COLUMNS($C$2:C2)-1,COUNTA($B$2:$B$11))+1)
</code></pre>

<p><strong>Picture</strong> shows the same result as the other answer</p>

<p><img src=""https://i.stack.imgur.com/J0JPN.png"" alt=""results and formula""></p>
"
"<p>Code finds values from sheets and copies them over to one sheet. If a column is completely empty, it prints ""NO ITEMS"".</p>

<p>I need to make it so, once it is done copying the items over, it <strong>finds any blank cells in column ""B""</strong> <em>(StartSht, ""B"")</em> and from the range of the last occupied cell of ""C"" up, <strong>fills it with the string ""EMPTY""</strong></p>

<p>Any ideas how I would go about doing that?</p>

<p>It does (1) and I need it to do (2)</p>

<p>(1)</p>

<p><img src=""https://i.stack.imgur.com/k4Lw4.png"" alt=""enter image description here""></p>

<p>(2)</p>

<p><img src=""https://i.stack.imgur.com/Cbj0z.png"" alt=""enter image description here""></p>

<pre><code>Set dict = GetValues(hc3.Offset(1, 0))
If dict.count &gt; 0 Then                  
    'add the values to the master list, column 2
    Set d = StartSht.Cells(Rows.count, hc1.Column).End(xlUp).Offset(1, 0)
    d.Resize(dict.count, 1).Value = Application.Transpose(dict.items)
Else
    'if no items are under the HOLDER header
    StartSht.Range(StartSht.Cells(i, 2), StartSht.Cells(GetLastRowInColumn(StartSht, ""C""), 1)) = "" NO ITEMS ""
End If
</code></pre>
","<p>Blank cells are easy to find with the <code>SpecialCells</code> function.  It is the same as using GoTo (or hitting <kbd>F5</kbd>) and choosing <code>Blanks</code>.</p>

<pre><code>StartSheet.Range(""B:B"").SpecialCells(xlCellTypeBlanks).Value = ""EMPTY""
</code></pre>

<p>You can do the same for column C after building the appropriate range.</p>
"
