question,answer,tags
"<p>I'm trying to use the value in cell F2 as the maximum value of a range selection within a larger range of numbers.</p>

<p>I've gotten as far as the below, but am getting a compile error: variable not defined. </p>

<pre><code>Option Explicit

Sub SelectByValue(Rng1 As Range, MinimunValue As Double, MaximumValue As Double)

    Dim MyRange As Range
    Dim Cell As Object

     'Check every cell in the range for matching criteria.
    For Each Cell In Rng1
        If Cell.Value &gt;= MinimunValue And Cell.Value &lt;= MaximumValue Then
            If MyRange Is Nothing Then
                Set MyRange = Range(Cell.Address)
            Else
                Set MyRange = Union(MyRange, Range(Cell.Address))
            End If
        End If
    Next
     'Select the new range of only matching criteria
    MyRange.Select

End Sub


Sub CallSelectByValue()

     'Call the macro and pass all the required variables to it.
     'In the line below, change the Range, Minimum Value, and Maximum Value as needed
    Call SelectByValue(Range(""A2:A41""), 1, Range(F2).Value)

End Sub
</code></pre>
","<p><a href=""http://stackoverflow.com/a/30928154/4288101"">TessellatingHeckler has the better answer</a>, but it's worth noting that you can get away with not using the quotes if you use brackets instead of <code>Range</code>.</p>

<pre><code>Call SelectByValue( [A2:A41], 1, [F2].Value)
</code></pre>

<p>This syntax is generally discouraged because the brackets lead to ambiguous results which can make a mess at run time.</p>
","<excel><vba><excel-vba>"
"<p>I have found the following code that simulates the MS Word Mail Merge functionality, but exclusively in Excel cells.                        </p>

<p>It was intended to work for a single cell value for each row in a range to be sent to another cell before printing, so that several copies can be printed, each with a different name on it for rationalization, such as with printing time cards to distribute to each employee.  </p>

<p>However, I have not been able to figure out how to apply this to sending a range of three cells (in columns <strong><code>A:C</code></strong> from Employees table) for each row to another range of three cells (<strong><code>X50:X52</code></strong> in <strong><code>Sheet1</code></strong>, instead of just the one cell.  Any ideas?  </p>

<pre><code>Sub Macro1()
   Dim lastRow As Integer '
   Dim r As Integer
   lastRow = Sheets(""Employees"").Cells(Rows.Count, ""A"").End(xlUp).Row

   For r = 1 To lastRow
   Sheets(""Sheet1"").Range(""D1"").Value = Sheets(""Employees"").Range(""A"" &amp; r).Value
   ActiveWindow.SelectedSheets.PrintOutNext r
End Sub
</code></pre>
","<p>You can use <code>Application.Transpose</code> to flip the row of data into a column of data.  Below I also use <code>Resize</code> to get the 3 cells from columns <code>A:C</code>.  <code>Resize</code> is much easier than try to build a range with <code>&amp;</code> and column letters.  It returns a new <code>Range</code> that is 3 columns large instead of the 1 column from before.</p>

<pre><code>Sub Macro1()
   Dim lastRow As Integer '
   Dim r As Integer
   lastRow = Sheets(""Employees"").Cells(Rows.Count, ""A"").End(xlUp).Row

   For r = 1 To lastRow
       Sheets(""Sheet1"").Range(""X50:X52"").Value = _
            Application.Transpose(Sheets(""Employees"").Range(""A"" &amp; r).Resize(, 3).Value)

       ActiveWindow.SelectedSheets.PrintOutNext r
   Next r
End Sub
</code></pre>

<p>Note that when selecting multiple cells with <code>Range</code> and calling <code>.Value</code>, you will get an array of values.  In this case, the array is 1 row by 3 columns.  <code>Application.Transpose</code> converts this data to be 3 rows by 1 column.</p>
","<excel><vba><excel-vba>"
"<p>I am working on my research and I have to generate more than 91 charts for each sheet and I would like to use macro to do that. </p>

<p>I am still new with macros but I tried to write this one, but it is not working. I would greatly appreciate your help on this issue!</p>

<p>The set of data that I have looks like this</p>

<pre><code>&gt; A1         B1     C1    D1    E1     F1    G1       H1    I1
&gt; 
&gt; 
&gt; Period    Ratio       Period  Ratio       Period  ratio   
&gt; 2000Q1    1.23        2000Q1  0.78        2000Q1  1.07    
&gt; 2000Q2    1.43        2000Q2  1.12        2000Q2  0.76     2000Q3 1.8        
&gt; 2000Q3    1.09        2000Q3  1.21
</code></pre>

<p>(under Columns A &amp; B I have Period and Ratio) - then Column C is empty - then (under column D &amp; E I have Period and Ratio) and so on. </p>

<p>I separated the data set with an empty column.</p>

<p>Please note that the are other rows (I have an update button that I every time I click a new row with (period- ratio) will be added for all the columns)- also the first row with values starts at row 3</p>

<p>I want to create a chart for each set of data (here 3 charts)</p>

<p>The macro I wrote is a follows:</p>

<pre><code>Sub loopChart()
Dim mychart As Chart
Dim c As Integer
Sheets(""analysis"").Select

c = 1
While c &lt;&gt; 0 #I put this condition so that the code will know that I have no more data set

    Set mychart = Charts.Add
    mychart.SetSourceData Source:=Range(cells(3, c)).CurrentRegion, PlotBy:=xlColumns
    c = c + 3
Wend

For Each mychart In Sheets(""class"").ChartObjects
    mychart.ChartType = xlLineMarkers
Next mychart

End Sub
</code></pre>

<p>I am not too sure of what I am doing is correct, but I am facing a trouble with the range. Also I know that this macro will create a new chart-sheet. </p>

<p>how can I create all the charts on the ""analysis"" sheet next to the values?</p>

<p>I would greatly appreciate anyone's help!!</p>
","<p>If you want all of the charts on the <code>analysis</code> <code>Worksheet</code>, you can change the <code>Location</code> when the chart is created.  I also changed the sheet name in the second loop to match the sheet name.  You can add this line of code to the first loop though; the second loop is not necessary.  If you do that, be sure to set a new reference to <code>mychart</code> on the location line.</p>

<pre><code>Sub loopChart()
Dim mychart As Chart
Dim c As Integer
Sheets(""analysis"").Select

c = 1
While c &lt;&gt; 0 #I put this condition so that the code will know that I have no more data set

    Set mychart = Charts.Add
    mychart.SetSourceData Source:=Range(cells(3, c)).CurrentRegion, PlotBy:=xlColumns
    'change location to sheet
    mychart.Location xlLocationAsObject, ""analysis""
    c = c + 3
Wend

For Each mychart In Sheets(""analysis"").ChartObjects
    mychart.ChartType = xlLineMarkers
Next mychart

End Sub
</code></pre>
","<vba><excel-vba><charts><range>"
"<p>I'm working on my first VBA function. The goal is to have a function that accepts two integers as inputs, and outputs an array containing all the integers in between the two inputs (end-points included). </p>

<p>Example: If I input 5 and 9, the output should be an array of 5, 6, 7, 8, 9.  </p>

<p>VBA doesn't seem to have any of the objects or functions I'm used to in other languages.  Python has a range() function, but most other languages I know about have list-like types which can be appended to.  How does this work in VBA?</p>

<p>I'm not looking to create an Excel range, but rather an array which contains a range between two values.</p>
","<p><strong>Applies only in the context of Excel</strong> (not sure based on question and tags)</p>

<p>If you want a one-liner that doesn't deal with arrays, you can take advantage of the <code>ROW</code> function and <code>Application.Evaluate</code> within Excel.</p>

<p><strong>Code</strong></p>

<pre><code>Function RangeArr(int_start As Integer, int_end As Integer) As Variant

    RangeArr = Application.Transpose( _
                    Application.Evaluate(""=ROW("" &amp; int_start &amp; "":"" &amp; int_end &amp; "")""))

End Function
</code></pre>

<p><strong>Results</strong></p>

<p><img src=""https://i.stack.imgur.com/F5jPB.png"" alt=""array results""></p>
","<vba><range>"
"<p>I'm trying to assign a cell a formula using VBA, but every time I run the code it assign to the cell the result not the formula itself, like when I enter the formula using the excel spreadsheet.</p>

<p>Does anyone know how to display the formula using a macro within a cell and not the formula result.</p>

<p>I'm asking this because I need to insert this line within an existing sheet among other data and then run another macro to keep it updated, and the macro depends on this formula.</p>

<p>The code I'm using</p>

<pre><code>Cells(C, 9).Formula = Application.Index(Plan2.Range(""B2:D10000""), _
Application.Match(Plan1.Range(""B"" &amp; C) &amp; Range(""F"" &amp; C), Plan2.Range(""A2:A10000""), 0), 3)
</code></pre>

<p>As you can see this formula depends on the row that its inserted.</p>
","<p>Your <code>Formula</code> is ultimately being reduced to whatever is returned by <code>Application.Index</code>.  Unless the value being returned there is an actual formula string then you will just get a number as the result and this is set to the  <code>.Formula</code>.</p>

<p>If you want to actually set the formula, you need to create a string in VBA that represents the formula to use.  In this case, that string would look something like:</p>

<pre><code>Cells(C, 9).Formula = ""=INDEX(Plan2!B2:D10000, MATCH(Plan1!B"" &amp; C &amp; ""...""
</code></pre>

<p>where you concatenate in the dynamic parts.  The end result needs to look like a normal formula.  The <code>Application.XXX</code> and <code>Application.WorksheetFunction.XXX</code> functions return actual results, not pieces that can be combined to create a formula.</p>
","<excel><vba><excel-vba>"
"<p>In response to <a href=""http://stackoverflow.com/q/30985795/4996248"">this</a> question I thought it would be fun to write a VBE macro that would automatically replace lines which look like</p>

<pre><code>DimAll a, b, c, d As Integer
</code></pre>

<p>by</p>

<pre><code>Dim a As Integer, b As Integer, c As Integer, d As Integer
</code></pre>

<p>In my first draft I just want to modify a single selected line. After establishing the appropriate references to get to the VBE object model (see <a href=""http://www.cpearson.com/excel/vbe.aspx"" rel=""nofollow"">http://www.cpearson.com/excel/vbe.aspx</a> ) and playing around a bit I came up with: </p>

<pre><code>Function ExpandDim(codeLine As String) As String
    Dim fragments As Variant
    Dim i As Long, n As Long, myType As String
    Dim last As Variant
    Dim expanded As String

    If UCase(codeLine) Like ""*DIMALL*AS*"" Then
        codeLine = Replace(codeLine, ""dimall"", ""Dim"", , , vbTextCompare)
        fragments = Split(codeLine, "","")
        n = UBound(fragments)
        last = Split(Trim(fragments(n)))
        myType = last(UBound(last))
        For i = 0 To n - 1 'excludes last fragment
            expanded = expanded &amp; IIf(i = 0, """", "","") &amp; fragments(i) &amp; "" As "" &amp; myType
        Next i
        expanded = expanded &amp; IIf(n &gt; 0, "","", """") &amp; fragments(n)
        ExpandDim = expanded
    Else
        ExpandDim = codeLine
    End If
End Function

Sub DimAll()
    Dim myVBE As VBE
    Dim startLine As Long, startCol As Long
    Dim endLine As Long, endCol As Long
    Dim myLine As String
    Set myVBE = Application.VBE
    myVBE.ActiveCodePane.GetSelection startLine, startCol, endLine, endCol
    myLine = myVBE.ActiveCodePane.CodeModule.Lines(startLine, 1)
    Debug.Print ExpandDim(myLine)
    myVBE.ActiveCodePane.CodeModule.ReplaceLine startLine, ExpandDim(myLine)
End Sub
</code></pre>

<p>In another code module I had:</p>

<pre><code>Sub test()
    DimAll a, b, c, d As Integer
    Debug.Print TypeName(a)
    Debug.Print TypeName(b)
    Debug.Print TypeName(c)
    Debug.Print TypeName(d)
End Sub
</code></pre>

<p>This is the weird part. When I highlight the line which begins DimAll a, and invoke my awkwardly named sub DimAll, in the immediate window I see </p>

<pre><code>Dim a As Integer, b As Integer, c As Integer, d As Integer
</code></pre>

<p>which is as expected, but in the code module itself the line is changed to</p>

<pre><code>Dim a, b, c, d As Integer
</code></pre>

<p>DimAll has been replaced by Dim -- but the rest of the line is unmodified. I suspect that the commas are confusing the ReplaceLine method. Any ideas of how to fix this?</p>
","<p>When I run with the debugger, <code>myLine</code> changes value between the two calls.  The <code>DimAll</code> becomes <code>Dim</code> on the second time through.</p>

<p>This is because you are replacing the value of <code>codeLine</code> once you enter the main <code>If</code> conditional inside the <code>ExpandDim Function</code>.</p>

<p>Create a new variable in that function and you should be fine... or pass it <code>ByVal</code> and you're good:</p>

<pre><code>Function ExpandDim(ByVal codeLine As String) As String
</code></pre>
","<excel-vba><vbe>"
"<p><strong>Having difficulty comparing my activecell against a predefined array.</strong></p>

<p>After importing data from another source I want to trim out the columns I don't need</p>

<p>I've trued the array as both undefined, string and variant
And tried <code>activecell / activecell.value &lt;&gt; NeededColumns</code>
No joy :(</p>

<pre><code> Sub Trim()        
    Dim NeededColumns As Variant
        NeededColumns = Array(""APPLICATION NUMBER"", ""DATE"", ""BRAND"", ""CHANNEL"", ""SCHEME"")


    Range(""A1"").Select
    Do Until ActiveCell = """"
        If Application.WorksheetFunction.Match(ActiveCell.Value, NeededColumns, 0) = 0 Then
            ActiveCell.EntireColumn.Delete
        Else
            ActiveCell.Offset(0, 1).Select
        End If
    Loop
End Sub
</code></pre>
","<p>You have fallen victim to the odd behavior of <code>WorksheetFunction.Match</code> when it cannot find a match.  Instead of returning the error, it throws a run time error which gums up the works.</p>

<p>Since the premise of this question is searching for whether or not something is in a list, you are nearly guaranteed to see this issue since you expect to have some items that will not show up.  In the formula version of <code>MATCH</code> you would get <code>#N/A</code> when it does not find a match.  Here, you get a runtime error.  There are two solutions to this:</p>

<ol>
<li>Use the <code>Application.Match</code> version of the function instead of <code>Application.WorksheetFunction.Match</code>.  Unfortunately, Intellisense will not help you here, but it is a valid function.  It has the key difference that it will <strong>return</strong> an error instead of throwing a runtime error.  You can then check this error using <code>IsError</code> like your original idea.</li>
<li>Use an <code>On Error Goto XXX</code> to route the error to somewhere instead of the <code>If</code>.  You can generally assume that an error here means you did not find an entry, and then work around it that way.</li>
</ol>

<p>Given these two choices, I strongly recommend you go with option 1.  That code would look something like:</p>

<pre><code>Sub Trim()
    Dim NeededColumns As Variant
    NeededColumns = Array(""APPLICATION NUMBER"", ""DATE"", ""BRAND"", ""CHANNEL"", ""SCHEME"")


    Range(""A1"").Select
    Do Until ActiveCell = """"
        If IsError(Application.Match(ActiveCell.Value, NeededColumns, 0)) Then
            ActiveCell.EntireColumn.Delete
        Else
            ActiveCell.Offset(0, 1).Select
        End If
    Loop
End Sub
</code></pre>

<p>I have traded your <code>=0</code> condition for a check on <code>IsError(Application.Match(...))</code> this will return <code>True</code> if the column is not found.</p>

<p>Additional reading: <a href=""http://dailydoseofexcel.com/archives/2004/09/24/the-worksheetfunction-method/"" rel=""nofollow"">http://dailydoseofexcel.com/archives/2004/09/24/the-worksheetfunction-method/</a></p>
","<vba>"
"<p>I have a spreadsheet with many numbers, and I want the cells with the same numbers to be moved to the same row.  Currently, my spreadsheet looks something like this:</p>

<pre><code>*  May     Jun     Jul     Aug     Sep     Oct
* 10584   10589   10584   10584   10589   10589
* 10589   11202   10589   10589   11202   11202
* 11202   9799    11202   11202   11677   11677
*                         11677     
</code></pre>

<p>I would like to have some vba code to organize the data so that cells with the same value are on the same row, so it should look like this:</p>

<pre><code>*  May     Jun     Jul     Aug     Sep     Oct
*         9799
* 10584           10584   10584  
* 10589   10589   10589   10589   10589   10589
* 11202   11202   11202   11202   11202   11202
*                         11677   11677   11677
</code></pre>

<p>With empty cells in the places with no numbers. I tried searching through the forum but I wasn't able to find anything similiar enough.
I would really apreciate any help on this.  Thanks for your time.</p>
","<p>Here is an approach that works on a block of data of arbitrary size.  It works by sorting the columns and then shifting the cells down if they are not equal to the smallest value in the row.</p>

<p>The only real parameter here to adjust is the starting cell: <code>rng_start</code> which is initially set to the <code>ActiveCell</code>.  This code also uses <code>CurrentRegion</code> so the data needs to be a block... or you can redefine those couple of lines.</p>

<p><strong>Code</strong></p>

<pre><code>Sub SortAndPutSameValuesInSameRow()

    'get data ranges
    Dim rng_start As Range
    Set rng_start = ActiveCell

    Dim rng_data As Range
    Set rng_data = rng_start.CurrentRegion
    Set rng_data = Intersect(rng_data, rng_data.Offset(1))

    'sort by column
    Dim rng_col As Range
    For Each rng_col In rng_data.Columns
        rng_col.Sort Key1:=rng_col
    Next

    'iterate through rows and arrange
    Dim rng_row As Range
    For Each rng_row In rng_data.Rows
        Dim rng_cell As Range
        For Each rng_cell In rng_row.Cells
            If rng_cell.Value &lt;&gt; Application.WorksheetFunction.min(rng_row) Then
                rng_cell.Insert xlShiftDown
            End If
        Next

        'break out if cell goes past data
        If Intersect(rng_row, rng_start.CurrentRegion) Is Nothing Then
            Exit For
        End If
    Next
End Sub
</code></pre>

<p><strong>How it works</strong></p>

<p>The main idea here is that once the columns are sorted, you just need to move values down so that only the smallest value is kept in each row. This logic also ensures that all of the same values are in the same row.  Note that if there are duplicate values, you will get a row of matching values and then duplicate values (which would also match if repeated in multiple columns).  Specific comments:</p>

<ul>
<li>The top half of the code is setting things up for the iteration section below.  It grabs the block of data and builds a range that excludes the headers.</li>
<li>With the block of data, it first goes through each column and sorts them in turn.</li>
<li>Once sorted, it goes through each row of the data and checks if the current value is equal to the minimum value in the row.</li>
<li>If so, then that cell can stay put.  If not, the values need to shift down to make a blank cell.</li>
<li>Finally, there is a check to bust out of the loop when needed.  This is a little odd in a <code>For Each</code> loop but is required because the size of the range is changing as it iterates (because of <code>Insert</code>).</li>
</ul>

<p>Since I am using <code>Rows</code> and <code>Columns</code>, this code will work for data anywhere on the sheet and for as many columns as you want.</p>

<p><strong>Pictures of before/after</strong> show results with your data</p>

<p><em>before</em></p>

<p><img src=""https://i.stack.imgur.com/AxJ6j.png"" alt=""before""></p>

<p><em>after</em></p>

<p><img src=""https://i.stack.imgur.com/LSM0W.png"" alt=""enter image description here""></p>
","<excel><vba>"
"<p>I receive excel workbooks from various customers containing lists of employees with gender and date of birth columns.  They arrive in varying formats. I am creating an excel worksheet that I will add to each of these workbooks which will allow me to apply a series of formulas to the customer data. The problem is that I do not know the location of the date of birth data in advance.</p>

<p>I want a macro to prompt me to select the range for the date of birth values and then place that data range into a cell (F31) on my worksheet so that I can pull it into my other formulas.</p>

<p>The code I created below works, but it does not pull the worksheet tab name along with the range. How can I get the worksheet name along with the cell range?</p>

<pre><code>Sub ChooseDOBRange()
    Dim rng As Range

    Set rng = Application.InputBox(""Select a range"", ""Obtain Range Object"", Type:=8)
    rng.Copy

    Worksheets(""COVER SHEET"").Range(""F31"") = rng.Address    
End Sub 
</code></pre>
","<p>There are two ways to get this depending on whether or not you want the <code>Workbook</code> name to be in the formula also.  I am testing these in the Immediate Window.</p>

<p><strong>Method 1</strong> uses <code>.Address</code> with the <code>External</code> parameter set to <code>True</code></p>

<pre><code>?ActiveCell.Address(,,,True)
</code></pre>

<blockquote>
  <p>[Book2]Sheet1!$A$1</p>
</blockquote>

<p><strong>Method 2</strong> uses the <code>.Address</code> along with the sheet name from <code>Range.Parent.Name</code> where <code>Parent</code> refers to the <code>Worksheet</code> for a <code>Range</code></p>

<pre><code>?""'"" &amp; ActiveCell.Parent.Name &amp; ""'!"" &amp; ActiveCell.Address
</code></pre>

<blockquote>
  <p>'Sheet1'!$A$1</p>
</blockquote>
","<excel><vba><excel-vba>"
"<p>I'm trying to add the date and time of the last time a row was modified to a specific column of that row with the following VBA Script:</p>

<pre><code>Private Sub Worksheet_Change(ByVal Target As Excel.Range)
    ThisRow = Target.Row
    If Target.Row &gt; 1 Then Range(""K"" &amp; ThisRow).Value = Now()
End Sub
</code></pre>

<p>But it keeps throwing the following error:</p>

<blockquote>
  <p>Run-time error '-2147417848 (80010108)':  </p>
  
  <p>Method 'Value' of object 'Range' failed  </p>
</blockquote>

<p>Can anyone explain why this is happening?</p>
","<p>You are creating an infinite loop by changing a value inside a <code>Worksheet_Change</code> event without disabling events first.  When I do something similar, I get a range of errors from <code>Out of stack space</code> first to <code>Method Range failed...</code>.</p>

<p>Do this instead:</p>

<pre><code>Private Sub Worksheet_Change(ByVal Target As Range)
    Application.EnableEvents = False

    ThisRow = Target.Row
    If Target.Row &gt; 1 Then Range(""K"" &amp; ThisRow).Value = Now()

    Application.EnableEvents = True
End Sub
</code></pre>

<p>Related post: <a href=""http://stackoverflow.com/questions/13860894/ms-excel-crashes-when-vba-code-runs/13861640#13861640"">MS Excel crashes when vba code runs</a></p>
","<excel><vba><debugging><runtime-error>"
"<p>I am using the below code to enable a user to drag and drop a label.</p>

<p>The code works fine - but I am looking for a way of 
1)simplifying the code when dealing with several labels and 
2)give the user the option to create a new label which has the same properties i.e drag/drop.</p>

<p>As it stands, the code specifically refers to specific labels i.e Label1 etc, I have to copy the code again and again to refer to all the labels I want (50+)</p>

<p>So essentially is there a way of having my code to automatically work for all labels, both existing and newly created?</p>

<pre><code>Private x_offset%, y_offset%
Private Sub Label1_MouseDown(ByVal Button As Integer, ByVal Shift As    Integer, _
ByVal X As Single, ByVal Y As Single)

If Button = XlMouseButton.xlPrimaryButton Then
 x_offset = X
 y_offset = Y 
End If

End Sub

Private Sub Label1_MouseMove(ByVal Button As Integer, ByVal Shift As Integer, _
ByVal X As Single, ByVal Y As Single)

If Button = XlMouseButton.xlPrimaryButton Then
Label1.Left = Label1.Left + X - x_offset
Label1.Top = Label1.Top + Y - y_offset
End If

End Sub
</code></pre>

<p>Thank you</p>
","<p>A little late on the response, but here is how this is done.  The idea is that you need to create a class module which can handle the events for the <code>Label</code>.  Once you have the class in place to handle the event, you need to wire up the new/existing <code>Labels</code> to go through the class.  This is commonly done by creating a <code>Collection</code> which holds all your class objects.  Other than that, you just need to create a class object for each label (new or existing).  The following pieces are needed:</p>

<ul>
<li>UserForm1 with its code behind</li>
<li>LabelHolder class module</li>
</ul>

<p><strong>LabelHolder</strong> class module contains the code for an ideal ""Label Holder"".  This is a simple class which holds a reference to a <code>MSForms.Label</code> and handles each one's events.  Note that I have called the object <code>Label1</code> so that I could lazily copy your code.  This <code>Label1</code> has <strong>nothing to do</strong> with the <code>Label1</code> on the <code>UserForm</code>; they have different scopes and are independent.</p>

<pre><code>'class module code
Public WithEvents Label1 As MSForms.Label
Private x_offset%, y_offset%

Private Sub Label1_MouseDown(ByVal Button As Integer, ByVal Shift As Integer, _
    ByVal X As Single, ByVal Y As Single)

    If Button = XlMouseButton.xlPrimaryButton Then
        x_offset = X
        y_offset = Y
    End If

End Sub

Private Sub Label1_MouseMove(ByVal Button As Integer, ByVal Shift As Integer, _
    ByVal X As Single, ByVal Y As Single)

    If Button = XlMouseButton.xlPrimaryButton Then
        Label1.Left = Label1.Left + X - x_offset
        Label1.Top = Label1.Top + Y - y_offset
    End If

End Sub
</code></pre>

<p><strong>UserForm1 code behind</strong> shows the event for the button which creates a new <code>Label</code> and adds it to the <code>Collection</code>.  It also stores the <code>Collection</code> which ensures that the class objects have a global scope and are not garbage collected early.  There is also an <code>Initialize</code> event which shows how to add an existing <code>Label</code> to the fold.</p>

<pre><code>'UserForm1 code behind
Dim labels As Collection

Private Sub CommandButton1_Click()

    If labels Is Nothing Then
        Set labels = New Collection
    End If

    Dim lbl As MSForms.Label
    Set lbl = Frame1.Controls.Add(""Forms.Label.1"")

    lbl.Caption = ""testing""

    Dim holder As New LabelHolder
    Set holder.Label1 = lbl

    labels.Add holder

End Sub

Private Sub UserForm_Initialize()

    If labels Is Nothing Then
        Set labels = New Collection
    End If

    Dim holder As New LabelHolder
    Set holder.Label1 = Label1

    labels.Add holder

End Sub
</code></pre>

<p>Finally here is an image of the <code>UserForm1</code> which has default names for all the controls.</p>

<p><img src=""https://i.stack.imgur.com/50IWt.png"" alt=""image of user form""></p>

<p>Same form after clicking the button and dragging things around:</p>

<p><img src=""https://i.stack.imgur.com/a3rqM.png"" alt=""picture after some work""></p>

<p>All of this code shows how to connect a class module to dynamically created and original components on the User Form.  It does not address how to create a new <code>Label</code> with the drag/drop, but it is possible.  You would put that code in the class module and ensure that you have enough references back to the User Form in order to access the properties you need there.</p>
","<excel-vba>"
"<p>I have a workbook that has stock data pulled in using the webservice function and I refresh it using Alt-Ctrl-F9. I am trying to create a macro that will do the same function as Alt-Ctrl-F9 but I haven't had any luck. I have tried recording myself pressing those buttons, I've tried </p>

<pre><code>Activeworkbook.RefreshAll  
DoEvents
</code></pre>

<p>and I have also tried</p>

<pre><code>ActiveSheet.Calculate
</code></pre>

<p>So far, I am having no luck...</p>
","<p>Use </p>

<pre><code>Application.CalculateFull
</code></pre>

<p>or</p>

<pre><code>Application.CalculateFullRebuild
</code></pre>

<p>The former is the one that is used if you record a macro while hitting <kbd>CTRL+ALT+F9</kbd>.  The latter is a more thorough version which rebuilds the calculation tree.  See <a href=""https://msdn.microsoft.com/en-us/library/office/ff822609.aspx"" rel=""nofollow"">CalculateFullRebuild </a> and <a href=""https://msdn.microsoft.com/EN-US/library/office/ff194064.aspx"" rel=""nofollow"">CalculateFull</a> at MS support for the full story.</p>
","<excel><excel-vba>"
"<p>I am extracting text between parens in the active window title bar. That part is working great (thanks to some help I received here previously!). Now I want to create two separate macros - one that returns only the first name, and the other that returns only the last name. </p>

<p>My active window title bar looks something like this:</p>

<p>some text to the left (HENDERSON,TOM) some text to the right
(there is no space after the comma)</p>

<p>The last name macro works perfectly. It looks like this:</p>

<pre><code>Sub a1LastName()
    'Extract last name of patient from title bar (between parens)
    Dim strPatientName As String
    Dim OpenPosition As Integer '(open paren marker)
    Dim closeposition As Integer '(close paren marker)
    OpenPosition = InStr(ActiveDocument.ActiveWindow.Caption, ""("")
    closeposition = InStr(ActiveDocument.ActiveWindow.Caption, "")"")
    strPatientName = Mid(ActiveDocument.ActiveWindow.Caption, _
        OpenPosition + 1, closeposition - OpenPosition - 1)
    Dim c As Long
    c = InStr(strPatientName, "","")
    strPatientName = Left(strPatientName, c - 1)
    Selection.TypeText strPatientName
End Sub
</code></pre>

<p>The second macro is identical to the first, except that the second-to-last line of code has a ""Right"" instead of a ""Left"" instruction:</p>

<pre><code>Sub a1FirstName()
    'Extract first name of patient from title bar (between parens)
    Dim strPatientName As String
    Dim OpenPosition As Integer '(open paren marker)
    Dim closeposition As Integer '(close paren marker)
    OpenPosition = InStr(ActiveDocument.ActiveWindow.Caption, ""("")
    closeposition = InStr(ActiveDocument.ActiveWindow.Caption, "")"")
    strPatientName = Mid(ActiveDocument.ActiveWindow.Caption, _
        OpenPosition + 1, closeposition - OpenPosition - 1)
    Dim c As Long
    c = InStr(strPatientName, "","")
    strPatientName = Right(strPatientName, c - 1)
    Selection.TypeText strPatientName
End Sub
</code></pre>

<p>Here's my problem: The ""first name"" macro always returns the last name minus the first four characters, followed by the first name, instead of simply the first name.</p>

<p>The only examples I'm able to find anywhere in Google land are specifically for Excel. I have combined through my VBA manuals, and they all give similar examples as I have used for extracting the text to the right of a character.</p>

<p>What am I doing wrong?</p>
","<p>Seems like everyone has keyed in on <code>Split</code> to get the first/second part of the name.  You can also use <code>Split</code> to get rid of the parentheses.  This works if you know that you will only (and always) have a single <code>(</code> and <code>)</code>.</p>

<p><strong>Code</strong> gives the main idea.  You can use <code>Split</code> to get the part of the <code>String</code> which does not include the <code>(</code> or <code>)</code> and then do it again to get either side of the <code>,</code>.</p>

<pre><code>Sub t()

    Dim str As String
    str = ""(Wall,Byron)""

    Dim name_first As String
    Dim name_last As String

    'two splits total
    name_last = Split(Split(str, ""("")(1), "","")(0)
    name_first = Split(Split(str, "")"")(0), "","")(1)

    'three split option, same code to remove parentheses
    name_last = Split(Split(Split(str, ""("")(1), "")"")(0), "","")(0)
    name_first = Split(Split(Split(str, ""("")(1), "")"")(0), "","")(1)


End Sub
</code></pre>

<p>The code above presents a <code>two Split</code> and a <code>three Split</code> option.  The main difference is that the three Split variety uses the same code to strip off the parentheses, and the only change is which side of the <code>,</code> to grab.  The two Split options take advantage of the fact that splitting on a comma removes one the parentheses for free.  The indices there are a little more complicated.</p>
","<vba><ms-word><word-vba><comma>"
